length,height,edge,ni,thetax,thetay,thetaz,Ext. maxima,wavelgth ext. max.,Sca. maxima,wavelgth sca. max.,Abs. maxima,wavelgth abs. max.,EF. maxima,wavelgth ef. max.
92.0,13.7,0.05,1.33,87.0,45.0,66.0,3861.3244024378755,718.0,818.9400683803328,721.0,3046.347806207053,718.0,1.0388733257820024,724.0
72.0,19.3,0.05,1.62,69.0,87.0,78.0,2335.9067235367133,697.0,120.53826683553712,706.0,2232.5527265710716,697.0,1.024591231317969,709.0
63.0,17.3,0.42,1.14,27.0,66.0,42.0,1279.375894123717,580.0,75.08248197500325,586.0,1208.2308855434624,580.0,1.013754065081089,586.0
98.0,12.6,0.12,1.58,69.0,24.0,30.0,20301.98025684137,841.0,4553.572170450121,838.0,15761.68047943955,841.0,1.1388584614135964,856.0
108.0,14.0,0.72,1.6,24.0,90.0,66.0,17118.564274805638,727.0,6762.338767281573,727.0,10356.225507524065,727.0,1.1452795805568414,742.0
151.0,18.2,0.91,1.1,60.0,0.0,9.0,19218.468004274706,613.0,2724.8668447769433,616.0,16516.61693256007,613.0,1.163018643551819,622.0
125.0,16.8,0.63,1.51,27.0,27.0,3.0,37186.588924478536,703.0,16050.707727329846,703.0,21182.131471593588,706.0,1.2925783274679286,721.0
141.0,17.7,0.66,1.38,6.0,54.0,12.0,21180.197778804035,676.0,11235.084595911667,676.0,9945.113182892368,676.0,1.2110841725939927,685.0
100.0,8.2,0.83,1.85,81.0,39.0,21.0,12685.35144898905,847.0,2358.92171239458,847.0,10326.42973659447,847.0,1.0886080512990077,874.0
71.0,13.4,0.28,1.76,45.0,9.0,0.0,20888.05141813236,835.0,4063.9805524004623,835.0,16824.070865731897,835.0,1.1532703261905424,850.0
129.0,18.3,0.42,1.29,54.0,42.0,75.0,9012.233457895993,670.0,2929.338754218412,670.0,6082.894703677581,670.0,1.0753015676067512,694.0
86.0,14.8,0.52,1.33,75.0,24.0,36.0,10271.346653061319,640.0,1764.0854098548189,643.0,8521.170294456171,640.0,1.0793012637207742,652.0
107.0,8.3,0.3,1.57,6.0,24.0,45.0,15493.614938153121,877.0,1835.746501125126,874.0,13674.260819291314,877.0,1.1169745331121685,880.0
72.0,14.0,0.03,1.62,87.0,45.0,39.0,13131.547057702472,817.0,2527.133325070019,817.0,10604.413732632453,817.0,1.1138092795290069,826.0
76.0,12.4,0.07,1.64,84.0,63.0,36.0,12214.956322614833,832.0,2249.0509207584164,832.0,9965.905401856417,832.0,1.1157168619244815,841.0
82.0,8.9,0.84,1.94,57.0,78.0,45.0,619.3158110444756,835.0,94.93540221823343,835.0,524.3804088262422,835.0,1.01034753545422,424.0
101.0,11.6,0.28,1.21,18.0,18.0,33.0,21912.082144241907,679.0,3868.261278382073,679.0,18043.820865859834,679.0,1.1744457033119273,682.0
112.0,14.1,0.13,1.72,90.0,33.0,42.0,20145.570114701823,913.0,5564.503355891104,907.0,14641.539593576814,916.0,1.1454823372469214,931.0
157.0,19.4,0.61,1.81,12.0,63.0,90.0,61794.185004745596,880.0,37236.225817104634,859.0,25168.23780827475,874.0,1.6309876434737516,895.0
84.0,10.0,0.18,1.09,48.0,3.0,48.0,9224.725886012331,640.0,808.0925821666642,643.0,8426.399097972704,640.0,1.0666717954979614,643.0
113.0,9.5,0.56,2.0,66.0,15.0,69.0,1237.005713989519,778.0,121.32708941632961,769.0,1136.957832293547,778.0,1.0119852022154219,481.0
60.0,10.2,0.92,1.5,87.0,6.0,66.0,620.6400773232416,634.0,26.052966719673122,637.0,594.8853621516982,634.0,1.0056896147884866,655.0
80.0,8.7,0.37,1.68,78.0,21.0,90.0,714.9720986297738,502.0,72.04083082029365,802.0,694.5540797671329,499.0,1.0079050025852887,820.0
71.0,19.0,0.61,1.06,69.0,36.0,33.0,2204.581071933889,547.0,85.62557135420434,556.0,2125.1598216893503,547.0,1.0230668542486756,556.0
119.0,8.1,0.01,1.61,39.0,0.0,48.0,20055.055997290037,967.0,2986.7983004704547,967.0,17068.257696819583,967.0,1.144137645031053,970.0
116.0,19.7,0.75,1.58,78.0,72.0,45.0,10229.90460969202,664.0,3617.2139886097166,667.0,6636.37155546335,661.0,1.0823117884729119,715.0
99.0,18.6,0.56,1.06,51.0,48.0,45.0,3051.235749050367,562.0,323.0769178334308,571.0,2750.8096359591204,562.0,1.031442155624606,568.0
112.0,12.3,0.3,1.54,21.0,72.0,6.0,4400.56329831061,805.0,1045.0265789095697,775.0,3386.7730555166722,805.0,1.0484815056821952,808.0
60.0,14.5,0.98,1.74,15.0,27.0,87.0,4430.525999147955,724.0,265.29125285562895,724.0,4165.234746292326,724.0,1.028989322269003,742.0
159.0,16.5,0.04,1.02,45.0,36.0,75.0,22571.08069595343,703.0,6621.79856961378,706.0,16079.497481364877,703.0,1.1356086044432316,679.0
128.0,8.4,0.52,1.66,12.0,24.0,39.0,25611.447679589666,919.0,5732.423765558731,916.0,19947.678898858754,922.0,1.198791865289897,925.0
78.0,17.4,0.06,1.9,75.0,54.0,78.0,3651.075014046965,520.0,340.7950381761234,523.0,3313.2770604918765,520.0,1.04132605533596,427.0
97.0,11.4,0.0,1.01,63.0,3.0,21.0,17117.160670816877,619.0,1819.9665687780926,622.0,15324.501146588065,619.0,1.1115217604546122,622.0
113.0,17.6,0.45,1.09,81.0,15.0,63.0,5518.73166890891,610.0,1089.8203308904658,613.0,4464.376495246787,610.0,1.0436671776994255,616.0
145.0,19.5,0.25,1.13,45.0,54.0,60.0,10813.871874339624,661.0,3732.0536047045107,661.0,7081.818269635113,661.0,1.0773823566842613,661.0
122.0,9.1,0.67,1.64,63.0,39.0,24.0,16878.815379183496,856.0,3636.0112881711248,856.0,13242.804091012371,856.0,1.1329812998132098,865.0
105.0,13.7,0.94,1.98,27.0,15.0,60.0,16109.63612293058,856.0,3896.8640818083695,856.0,12212.77204112221,856.0,1.1135119101759348,877.0
62.0,18.2,0.85,1.89,0.0,39.0,30.0,4497.042308812464,682.0,551.7954689696835,688.0,3979.235393943039,679.0,1.0288286683593613,721.0
78.0,17.8,0.06,1.62,0.0,66.0,39.0,14624.268228316003,778.0,3864.255003149441,778.0,10760.013225166562,778.0,1.1240041678896358,796.0
75.0,11.4,0.94,1.58,3.0,39.0,72.0,7641.101915223869,685.0,719.5364419349098,688.0,6923.298637826495,685.0,1.0606569363530174,703.0
76.0,10.5,0.66,1.57,60.0,48.0,6.0,15685.988185189755,703.0,3298.2103583945864,703.0,12387.777826795169,703.0,1.1081435135085225,718.0
119.0,8.7,0.5,1.15,84.0,6.0,21.0,17958.366833585085,670.0,2289.2022699563313,670.0,15679.30058797535,673.0,1.1164208309611727,679.0
154.0,13.2,0.28,1.81,48.0,6.0,45.0,11294.131630774611,727.0,3280.4610523865576,934.0,9346.276121042785,727.0,1.0278632513471424,742.0
142.0,16.5,0.89,1.84,33.0,60.0,78.0,13731.274265106807,853.0,3477.466268046388,829.0,10308.707741412149,850.0,1.107249836897743,868.0
85.0,19.9,0.72,1.09,39.0,63.0,75.0,2515.1305206830766,550.0,146.31578537572113,559.0,2376.6077666990554,550.0,1.0268472500591237,559.0
82.0,11.6,0.61,1.31,18.0,69.0,39.0,2318.515440973429,628.0,242.59978898186546,631.0,2076.7054812863444,628.0,1.0219275515353545,640.0
128.0,19.6,0.12,1.35,63.0,81.0,51.0,3799.1825110556397,751.0,1690.2405840377587,748.0,2584.0006945947375,520.0,1.0413936137484572,751.0
149.0,17.0,0.49,2.0,18.0,75.0,90.0,22738.15442374113,718.0,37259.17323036554,997.0,14100.27500706263,721.0,1.0389642289401002,487.0
120.0,14.3,0.48,1.84,15.0,15.0,24.0,31185.468135029652,847.0,10426.714196617191,844.0,20849.999633177096,847.0,1.2301916054256996,910.0
107.0,9.9,0.9,1.65,30.0,75.0,45.0,1980.8731737392084,793.0,409.50335295556124,793.0,1571.3698207836471,793.0,1.0194511320322075,802.0
131.0,11.5,0.31,1.12,48.0,66.0,69.0,4916.1707612620075,706.0,802.9505537028926,709.0,4127.91346900125,706.0,1.0320244647993853,706.0
93.0,14.5,0.03,1.4,72.0,21.0,33.0,14122.949045411178,730.0,2511.273562602819,730.0,11611.67548280836,730.0,1.1056719108203914,754.0
118.0,15.2,0.42,1.36,30.0,24.0,45.0,25155.585316507037,715.0,7341.550407039384,718.0,17834.35923308578,715.0,1.2078174618211688,727.0
101.0,12.9,0.25,1.14,60.0,90.0,48.0,718.949199971389,652.0,94.91688495350036,652.0,672.1513104848109,496.0,1.0130614926610113,520.0
120.0,13.3,0.51,1.74,90.0,90.0,0.0,52601.93418825279,832.0,26096.625215332402,832.0,26505.308972920386,832.0,1.4931773748489665,850.0
71.0,19.5,0.18,1.97,66.0,87.0,72.0,2905.7032585983598,676.0,199.7035616275234,679.0,2718.799091673368,676.0,1.0317416720624344,439.0
155.0,16.4,0.45,1.53,75.0,45.0,48.0,24815.167398890797,817.0,15799.856693164353,814.0,9091.594417851751,820.0,1.2184277259320833,829.0
63.0,9.4,0.23,1.9,90.0,69.0,27.0,11484.404715817227,928.0,1544.8605561841541,925.0,9944.724106928059,928.0,1.0995403425062626,940.0
88.0,13.6,0.28,1.39,51.0,21.0,36.0,11220.391138824409,724.0,1656.7205430866961,721.0,9565.363371672844,724.0,1.0799540763704454,742.0
89.0,18.6,0.92,1.39,36.0,69.0,27.0,1550.6222177957409,610.0,125.2435019957179,616.0,1433.853392921496,607.0,1.0211246310639783,628.0
92.0,13.0,0.14,1.34,6.0,42.0,12.0,19987.713140426986,733.0,5121.8542476563325,733.0,14865.858892770653,733.0,1.1701635000152733,736.0
120.0,17.6,0.4,1.94,18.0,0.0,21.0,46862.190755119074,919.0,20225.247367877815,910.0,27229.06900672336,925.0,1.3940920307284665,955.0
142.0,19.9,0.42,1.05,66.0,78.0,33.0,11268.892524346102,607.0,2741.3270483975975,610.0,8542.972959238154,604.0,1.1015798582384628,607.0
157.0,9.8,0.46,1.67,72.0,21.0,57.0,11841.700135697192,949.0,3487.4801004333276,940.0,8434.469393181631,955.0,1.0238813354294043,730.0
131.0,9.4,0.65,1.65,15.0,0.0,15.0,36527.46475674643,892.0,9387.549332647053,892.0,27141.75253847121,889.0,1.3142973318803703,898.0
154.0,16.2,0.04,1.01,60.0,12.0,87.0,13193.047159346379,697.0,3679.820786909597,700.0,9625.708673601175,697.0,1.0896092075852193,673.0
118.0,11.1,0.45,1.15,81.0,60.0,84.0,253.34876189773266,496.0,22.021780903062165,682.0,248.13430399042187,496.0,1.006471188381163,520.0
60.0,17.4,0.4,1.43,39.0,42.0,30.0,4512.025562221032,643.0,500.2334862074881,646.0,4015.8612078262995,643.0,1.0386626517410973,661.0
139.0,11.4,0.73,1.72,45.0,45.0,18.0,19704.61292722246,895.0,5812.750666849588,895.0,13891.862260372873,895.0,1.1571004791321156,904.0
135.0,11.0,0.09,1.38,0.0,75.0,63.0,28579.48970703142,835.0,5788.275040597691,835.0,22791.214666433727,835.0,1.222203676959623,835.0
132.0,19.6,0.07,1.7,81.0,48.0,57.0,11190.887874268956,892.0,4968.768213619807,889.0,6307.686842711488,904.0,1.1103181600708272,916.0
80.0,16.1,0.43,1.46,33.0,75.0,3.0,6101.203306798433,667.0,1283.9346326294617,670.0,4827.813005593685,667.0,1.0643285907289075,679.0
66.0,18.2,0.59,1.16,6.0,30.0,39.0,3709.143681421211,565.0,178.21754504402406,571.0,3540.4679735665927,565.0,1.0392509418038653,574.0
146.0,15.6,0.48,1.66,39.0,24.0,87.0,42651.27565298619,847.0,24950.526888814875,844.0,17753.986497723912,850.0,1.392781103599007,862.0
138.0,14.0,0.75,1.93,90.0,90.0,54.0,14944.693230026294,880.0,6994.938484181586,880.0,7949.754745844708,880.0,1.1280446505118633,901.0
138.0,8.2,0.29,1.31,69.0,30.0,75.0,3795.2036380885893,814.0,789.9296289939621,814.0,3005.274009094627,814.0,1.0256014751378257,814.0
141.0,17.1,0.46,1.3,69.0,90.0,66.0,2113.870036991459,499.0,163.65986558074837,520.0,1969.7117349378273,496.0,1.031791891975859,559.0
81.0,10.3,0.92,1.69,27.0,0.0,66.0,7907.973772927416,748.0,884.4517426143566,751.0,7033.144744010756,748.0,1.0584152229377277,766.0
90.0,18.0,0.12,1.33,30.0,39.0,69.0,21963.871433916254,718.0,6230.929135886368,718.0,15732.942298029886,718.0,1.1873996406330771,721.0
90.0,17.3,0.0,1.03,69.0,42.0,3.0,18523.979396937615,613.0,2370.8622703173096,616.0,16244.68439905393,613.0,1.149273960753002,616.0
159.0,11.1,1.0,1.55,72.0,15.0,21.0,19935.458670674183,826.0,3779.6026250891737,826.0,16155.85604558501,826.0,1.1620606469367174,835.0
107.0,15.7,0.06,1.78,81.0,6.0,57.0,8864.335301421808,898.0,2220.5686504835585,898.0,6643.76665093825,898.0,1.0583803530764038,922.0
153.0,19.2,0.23,1.59,9.0,78.0,69.0,45478.34150723808,886.0,18144.843518755115,886.0,27333.497988482966,886.0,1.408580655328297,889.0
120.0,13.3,0.68,1.17,24.0,27.0,12.0,21426.294196082526,619.0,4635.151842155947,622.0,16845.42229271636,616.0,1.194546572659976,625.0
123.0,19.3,0.58,1.27,75.0,78.0,21.0,20657.074193214587,631.0,5706.782280844813,631.0,14950.291912369774,631.0,1.1938069186885463,643.0
157.0,15.1,0.52,1.73,51.0,57.0,12.0,24224.21435966743,931.0,8383.081499139163,934.0,15963.192311113879,928.0,1.230198158321224,940.0
127.0,19.6,0.39,1.43,30.0,57.0,15.0,19284.51672460689,733.0,9829.835971184479,730.0,9460.690081697703,733.0,1.1901245502550903,742.0
100.0,15.6,0.03,1.1,81.0,51.0,78.0,682.2553955960894,499.0,58.87560290095513,640.0,662.7063752271466,499.0,1.0129889395416032,520.0
100.0,8.5,0.29,1.96,51.0,48.0,30.0,1968.213430826528,757.0,163.23288404862842,751.0,1816.7593741271376,757.0,1.01045218030674,451.0
68.0,12.5,0.37,1.69,84.0,21.0,78.0,611.4346999708486,505.0,47.78195470849346,781.0,596.987379661173,505.0,1.0056948995833985,805.0
152.0,14.8,0.29,1.0,51.0,84.0,45.0,694.4533758890983,661.0,155.15114036872262,664.0,539.6727169481774,661.0,1.0126790642273835,427.0
120.0,9.0,0.73,1.07,48.0,36.0,63.0,4692.848563675759,637.0,465.95844001445585,640.0,4229.94294357582,637.0,1.0345499363770903,637.0
145.0,8.0,0.24,1.67,75.0,57.0,42.0,4622.31659521791,718.0,1056.0677939269726,715.0,3583.6536369544456,718.0,0.9960401604314161,580.0
79.0,11.6,0.59,1.4,27.0,15.0,66.0,9234.184279345038,649.0,1160.127291047098,649.0,8074.05698829794,649.0,1.0758841401793697,661.0
109.0,19.3,0.56,1.6,18.0,69.0,72.0,28757.03989923952,754.0,12072.329307970558,754.0,16684.710591268962,754.0,1.2544849100241726,766.0
127.0,11.7,0.22,1.66,51.0,75.0,39.0,2307.819688680599,955.0,466.85987483286567,958.0,1843.4368311232367,955.0,1.0220390839796996,958.0
125.0,19.2,0.06,1.52,36.0,69.0,36.0,3594.865317235299,805.0,1148.9945378802627,805.0,3007.8839854384937,511.0,1.0348986908224234,811.0
105.0,13.9,0.56,1.44,75.0,0.0,36.0,17657.76067086776,700.0,4038.5761141281255,700.0,13619.184556739634,700.0,1.1086493952982153,721.0
94.0,12.5,0.02,1.06,42.0,54.0,30.0,6306.254789025557,631.0,909.6934739952803,634.0,5417.359539678585,631.0,1.0487820070840606,634.0
79.0,19.1,0.46,1.77,84.0,60.0,0.0,26557.78178503785,760.0,8298.64660102006,760.0,18259.13518401779,760.0,1.2000813205167264,784.0
72.0,17.0,0.11,1.26,63.0,9.0,9.0,19484.191849504205,655.0,3177.603350991176,655.0,16382.099367029208,652.0,1.1522960244645162,661.0
98.0,18.6,0.92,1.84,66.0,0.0,27.0,13099.356281449207,739.0,2722.902888130515,739.0,10376.453393318692,739.0,1.059838897201483,799.0
111.0,19.8,0.51,1.53,60.0,39.0,81.0,8529.763772595998,742.0,3831.301761348969,742.0,4698.462011247028,742.0,1.0769262208843668,754.0
114.0,13.3,0.28,1.91,72.0,90.0,3.0,23212.25243390125,958.0,5358.792897193431,916.0,17985.343458039366,961.0,1.192395280447421,979.0
142.0,15.6,0.32,1.25,33.0,57.0,21.0,13113.943579702425,700.0,4193.119054096389,700.0,8926.654253834668,703.0,1.1143787392986475,703.0
78.0,9.9,0.89,1.18,75.0,18.0,57.0,924.4180949019918,604.0,26.11188574256323,607.0,898.5539750920047,604.0,1.0085287688097537,616.0
78.0,9.5,0.32,1.42,30.0,18.0,39.0,11279.779396059608,724.0,1437.460024410404,724.0,9842.319371649204,724.0,1.0859625224757552,736.0
126.0,13.1,0.86,1.85,21.0,36.0,24.0,22563.814972133707,865.0,8459.248462160102,865.0,14104.566509973605,865.0,1.1997463605882372,880.0
123.0,11.6,0.84,1.25,69.0,6.0,90.0,3676.3496816409615,652.0,823.3822948297052,655.0,2865.826963553325,652.0,1.0286432605533664,658.0
80.0,16.1,0.82,1.1,30.0,75.0,21.0,670.4181760854859,547.0,21.57791184327175,568.0,653.797716296194,547.0,1.0091431860976698,553.0
100.0,11.8,0.93,1.78,27.0,27.0,75.0,7242.851213872719,805.0,760.3933906439097,805.0,6489.918287007254,808.0,1.0498467100022415,835.0
135.0,19.7,0.45,1.86,54.0,87.0,33.0,5482.0862508586215,916.0,2240.2036584126936,868.0,4734.393066690589,508.0,1.063295671039384,931.0
116.0,18.5,0.61,1.31,78.0,21.0,12.0,29521.270350628638,649.0,8295.478956517363,649.0,21306.38525927096,646.0,1.218244513749931,661.0
96.0,12.2,0.86,1.63,87.0,15.0,60.0,3770.613959410268,745.0,627.4703524180231,745.0,3143.1436069922447,745.0,1.0266923214524382,766.0
100.0,15.0,0.2,1.46,6.0,15.0,69.0,37683.52550269318,775.0,11126.895798888814,775.0,26556.629703804363,775.0,1.3422107194698563,781.0
91.0,8.3,0.41,1.23,54.0,33.0,60.0,3053.6450042854226,706.0,229.57737771643178,709.0,2826.8420018745196,706.0,1.022192949209938,709.0
156.0,15.4,0.74,1.03,60.0,21.0,60.0,10543.215391531781,592.0,2418.5598585924936,595.0,8179.174375410243,589.0,1.0851555213489519,595.0
86.0,11.9,0.61,1.71,27.0,39.0,3.0,11247.280618731767,748.0,2092.470310425717,745.0,9162.953157172564,751.0,1.0726889374300368,781.0
73.0,16.7,0.9,1.69,48.0,51.0,87.0,4493.113819222584,667.0,575.1556905249631,667.0,3917.9581286976213,667.0,1.027767674447332,703.0
144.0,18.7,0.26,1.88,3.0,27.0,21.0,48970.448923628515,982.0,22244.813443090916,967.0,27210.056746494265,991.0,1.1114155583828869,427.0
105.0,14.8,0.82,1.06,27.0,15.0,45.0,6303.879242780135,577.0,412.44134054758706,580.0,5903.054169192264,577.0,1.0560412650609143,580.0
61.0,18.8,0.04,1.58,42.0,60.0,21.0,4190.206416954622,715.0,602.1852536107267,715.0,3588.0211633438953,715.0,1.0415906642670583,730.0
82.0,17.0,0.48,1.93,45.0,24.0,90.0,12953.2429801619,811.0,4021.8024107870096,811.0,8932.876220649074,808.0,1.1004806040530128,838.0
146.0,13.6,0.99,1.55,63.0,21.0,24.0,24236.67615022912,805.0,6264.606737525195,802.0,17976.50710557739,805.0,1.1921778397599958,814.0
75.0,10.8,0.34,1.9,18.0,30.0,51.0,14681.882787542747,901.0,2868.9451178893487,901.0,11812.937669653398,901.0,1.1145963925441997,919.0
81.0,15.5,0.75,1.86,6.0,90.0,12.0,1407.242491699627,511.0,95.5534625640945,709.0,1344.064435979145,511.0,1.0246713322842933,406.0
103.0,14.3,0.35,1.34,6.0,18.0,60.0,26535.41819875651,694.0,5859.341930853621,691.0,20689.899023872833,694.0,1.2326642423608798,709.0
120.0,12.5,0.46,1.1,21.0,9.0,0.0,42274.720470961176,631.0,11750.658888679478,631.0,30690.797209312088,628.0,1.3525515204070118,631.0
112.0,15.7,0.58,1.66,24.0,21.0,33.0,22755.082895345142,748.0,6924.740278329384,745.0,15988.424371114304,751.0,1.1704279448014008,796.0
85.0,8.6,0.77,1.29,42.0,3.0,57.0,7537.831385920091,640.0,760.8066844946534,640.0,6777.024701425437,640.0,1.0646140844447882,649.0
86.0,11.0,0.78,1.64,0.0,12.0,84.0,19378.852483033737,733.0,3897.855900194192,730.0,15483.025167189442,733.0,1.1633138724854108,751.0
128.0,8.2,0.94,1.39,78.0,63.0,39.0,5554.302161817463,715.0,577.9218216316785,709.0,4985.749733697564,715.0,1.042000174348415,736.0
103.0,15.0,0.91,2.0,60.0,63.0,24.0,7940.724046040864,826.0,1809.9227211610742,826.0,6130.80132487979,826.0,1.0458918744828392,883.0
129.0,10.2,0.4,1.82,78.0,66.0,84.0,1343.5943914234672,496.0,77.69810383674326,520.0,1278.4394463323476,496.0,1.0078843545022227,742.0
122.0,18.3,0.65,1.9,39.0,87.0,69.0,9599.614734138906,832.0,4080.666997439166,835.0,5519.359460442271,832.0,1.0842741577906256,865.0
95.0,9.8,0.54,1.31,87.0,21.0,42.0,15357.376946503398,676.0,3653.973601974645,676.0,11703.403344528753,676.0,1.1152843966977801,685.0
148.0,10.4,0.65,1.13,72.0,45.0,0.0,38720.18563795822,679.0,9550.708233218644,682.0,29192.927592239274,679.0,1.2972973581187568,682.0
84.0,17.2,0.39,1.88,15.0,0.0,15.0,25086.624459937866,811.0,6985.761009372058,811.0,18100.86345056581,811.0,1.2123767406308221,853.0
91.0,11.5,0.66,1.33,39.0,78.0,69.0,5138.10572535756,640.0,942.4838451492856,643.0,4196.698172110743,640.0,1.0487115596846757,649.0
94.0,9.9,0.64,1.64,48.0,39.0,45.0,9264.332606248885,763.0,2623.596736060176,763.0,6640.735870188709,763.0,1.0682637445426562,778.0
67.0,9.9,0.77,1.74,27.0,57.0,66.0,4534.967942624028,736.0,506.14445686625413,733.0,4035.4485037081668,736.0,1.0274847400828329,760.0
80.0,19.4,0.72,1.89,75.0,24.0,30.0,14496.312709890859,715.0,4582.606498826803,715.0,9913.706211064056,715.0,1.0446236228531516,790.0
138.0,13.2,0.1,1.16,24.0,15.0,72.0,33172.53772618958,736.0,7268.432198672068,736.0,25904.10552751751,736.0,1.2387572301851,736.0
109.0,10.7,0.32,1.9,75.0,87.0,51.0,1225.2765207206944,742.0,150.86285971727216,739.0,1079.1285520809704,742.0,1.0121823971212696,409.0
144.0,13.0,0.23,1.81,90.0,69.0,9.0,14528.94644278088,724.0,4478.691689146144,937.0,10665.234457227967,724.0,1.0265083530982162,445.0
153.0,14.6,0.46,1.02,12.0,75.0,57.0,19244.3818896144,655.0,4018.929020653377,658.0,15417.513619184807,652.0,1.129883266799557,643.0
157.0,15.2,0.09,1.55,75.0,54.0,42.0,20139.765485075986,970.0,6457.669071863935,973.0,13728.312470188273,967.0,1.1593926923391347,967.0
107.0,14.2,0.61,1.04,6.0,63.0,30.0,4856.806915094812,583.0,524.5122798485327,586.0,4344.743962089707,580.0,1.0396754932674057,583.0
113.0,14.1,0.61,1.46,48.0,21.0,84.0,17141.986305590282,703.0,6348.654058327425,703.0,10793.332247262857,703.0,1.1366852675415653,718.0
112.0,10.9,0.78,1.87,36.0,24.0,72.0,13123.208772349562,805.0,3521.4807180522675,802.0,9710.681546827784,808.0,1.0848970032584715,859.0
139.0,8.5,0.76,1.18,21.0,9.0,0.0,22897.752716087147,667.0,3460.9243819672447,667.0,19436.828334119902,667.0,1.1842998353768828,673.0
68.0,8.2,0.28,1.67,33.0,51.0,18.0,4267.370189165424,838.0,406.1639998816954,838.0,3861.2061892837282,838.0,1.036782792235663,850.0
89.0,17.1,0.15,1.66,3.0,87.0,90.0,37459.363465910064,844.0,11466.691386489576,844.0,25992.67207942049,844.0,1.344795990927193,853.0
129.0,15.5,1.0,1.76,72.0,33.0,72.0,2411.7290154490543,580.0,621.7578814693277,835.0,2274.230595277984,580.0,1.0260513850324093,847.0
62.0,16.5,0.07,1.22,39.0,81.0,57.0,1120.8072359976284,613.0,65.8386530199441,625.0,1065.187134018678,610.0,1.0131663995523585,622.0
72.0,10.4,0.02,1.45,54.0,72.0,33.0,3699.474610473035,763.0,607.2327709503484,763.0,3092.241839522687,763.0,1.0355138219160653,769.0
67.0,17.9,0.36,1.77,3.0,21.0,60.0,19896.789906101832,751.0,4790.354031546536,751.0,15106.435874555296,751.0,1.1647002229005305,772.0
131.0,9.0,0.35,1.05,90.0,9.0,39.0,15442.912809412788,664.0,2104.737096674582,667.0,13344.00002534316,664.0,1.0968156986566957,667.0
151.0,17.5,0.47,1.77,18.0,75.0,15.0,6276.291771580094,508.0,2034.31870458993,904.0,5461.455822543398,505.0,1.0481042740553839,910.0
129.0,12.0,0.17,1.46,78.0,66.0,21.0,25414.62913993733,874.0,5468.988264788673,871.0,20003.789779097984,874.0,1.2176383933791293,874.0
126.0,14.4,0.36,1.18,66.0,42.0,72.0,3192.2074499493724,652.0,726.5936224880088,652.0,2465.6138274613636,652.0,1.0263784296694474,658.0
79.0,15.0,0.96,1.83,54.0,84.0,66.0,1069.0795409702368,718.0,87.08466673022713,718.0,988.701006642961,664.0,1.0163863932433985,406.0
80.0,12.5,0.62,1.43,27.0,66.0,84.0,9868.006179445121,646.0,1390.9413974198942,646.0,8477.064782025227,646.0,1.0813893262896153,658.0
133.0,19.8,0.4,1.69,78.0,90.0,9.0,54892.94229237604,856.0,28480.589913434018,856.0,26412.352378942025,856.0,1.5275404982624392,868.0
78.0,10.3,0.8,1.71,51.0,39.0,45.0,3454.310450044061,739.0,438.09409670416017,739.0,3016.7199236303577,742.0,1.0226667256157613,769.0
92.0,17.6,0.23,1.0,84.0,60.0,60.0,2884.0018644138295,601.0,314.43815112184393,604.0,2576.6651956263922,601.0,1.0242239264635535,601.0
136.0,17.8,0.92,1.6,21.0,78.0,63.0,16381.128851576452,748.0,5693.8372038373145,748.0,10692.57979716453,745.0,1.1521892808985155,763.0
139.0,16.6,0.31,1.95,33.0,84.0,30.0,6837.051225972736,514.0,1056.8987037848592,520.0,5847.435893092611,511.0,1.0402138327033297,406.0
111.0,9.4,0.03,1.66,45.0,87.0,81.0,7819.026084981176,964.0,1099.9566516932182,964.0,6719.0694332879575,964.0,1.0645734678710261,964.0
125.0,11.7,0.95,1.61,33.0,27.0,18.0,17580.39566992104,811.0,3552.4057950572187,811.0,14027.98987486382,811.0,1.1497138585057445,820.0
142.0,12.7,0.15,1.02,87.0,30.0,72.0,3210.6797086676315,676.0,599.6881217661917,676.0,2610.99158690144,676.0,1.0201434248195447,676.0
130.0,14.1,0.61,1.17,51.0,63.0,78.0,9881.672113230949,628.0,3177.4650072182376,631.0,6769.476154445318,628.0,1.0892519518610912,634.0
110.0,18.3,0.82,1.6,39.0,3.0,42.0,27506.534364769766,679.0,10959.12625639799,679.0,16547.408108371776,679.0,1.1903620951730474,703.0
139.0,18.4,0.17,1.15,42.0,30.0,66.0,22624.634058977757,694.0,7077.963261372564,694.0,15570.42467411691,691.0,1.1649788915891235,694.0
141.0,15.3,0.93,1.65,87.0,15.0,12.0,20128.842678178993,781.0,4149.9313770274,775.0,16018.862554571782,781.0,1.1391424848055969,823.0
64.0,13.0,0.05,1.4,54.0,3.0,42.0,11875.468912075301,730.0,1599.7209405963677,730.0,10275.747971478933,730.0,1.0922392650807085,736.0
121.0,10.1,0.46,1.63,75.0,84.0,75.0,743.3816862569779,496.0,29.73913710221518,520.0,717.2093981984779,496.0,1.0075493906119999,652.0
147.0,11.7,0.94,1.2,90.0,9.0,51.0,7381.134385455939,652.0,1004.7539761779908,652.0,6376.380409277948,652.0,1.0591268401878315,664.0
120.0,16.9,0.08,1.37,84.0,87.0,51.0,18464.451715497213,763.0,7829.129449632144,763.0,10635.322265865068,763.0,1.1739339103506423,766.0
